Time,DO_1,Temp_1,Flow_1,P_1,DO_2,Temp_1,Flow_2,P_2
2022/03/01 15:51:35,7.327723624378185,20.47437482833339,2.766709433271279,0.0858302560503148,6.039871822260201,19.43434308908353,2.1245648365733816,-1.5079683828241741
2022/03/01 15:51:40,7.356474501785333,20.46562456129643,2.767334452345348,0.017078157902744806,6.06581011383404,19.438093203527938,2.121814752647481,-2.0892361217078133
2022/03/01 15:51:45,7.395225684377575,20.461874446852015,2.77183458967864,0.029578539384147007,6.09768608661153,19.438093203527938,2.1263148899807733,-2.814258247627208
2022/03/01 15:51:50,7.435851924192023,20.468124637592698,2.7678344676046023,0.023328348643445906,6.127687002166814,19.436843165379802,2.1255648670918914,-3.5580309457686212
2022/03/01 15:51:55,7.469602954191718,20.481875057222204,2.771459578234199,0.017078157902744806,6.155187841425826,19.439343241676077,2.1246898403881955,-4.401806695760968
2022/03/01 15:52:00,7.499603869747002,20.47562486648152,2.7677094637897888,0.048329111606193464,6.200501724295786,19.436843165379802,2.1229397869808038,-5.751847895748767
2022/03/01 15:52:05,7.526479689931945,20.48562517166662,2.768959501937925,-0.014172795800647009,6.217689748832668,19.44559343241676,2.1209397259437845,-6.645625171666637
2022/03/01 15:52:10,7.557730643635365,20.48812524796289,2.766834437086093,-0.014172795800647009,6.257690969573046,19.439343241676077,2.123314798425245,-8.051918088320548
2022/03/01 15:52:15,7.588044068727683,20.486875209814748,2.767959471419416,-0.07667470320748748,6.279254127628406,19.438093203527938,2.122314767906736,-9.095699942014818
2022/03/01 15:52:20,7.617419965208899,20.48812524796289,2.7709595629749444,-0.4204351939451101,6.309567552720726,19.45309366130558,2.1294399853511154,-10.245735038300722
2022/03/01 15:52:25,7.638358104190192,20.48562517166662,2.770834559160131,-0.801696829126854,6.336755882442702,19.449343546861172,2.1251898556474504,-11.633277382732615
2022/03/01 15:52:30,7.680859401226844,20.47437482833339,2.76945951719718,-1.2829615161595314,6.368319345683156,19.439343241676077,2.124439832758568,-12.952067629016994
